Page,Câu tiếng Hán,volumn,translation,best_match
51,其変兼慈者，必上脣㣲腫，如臥蠶類。,Volume_30,"Kẻ nào có biểu hiện từ ái, ắt hẳn thượng thần vi sưng, tựa như ngọa tàm.","LÊ HỮU TRÁC Biệt hiệu HẢI THƯỢNG LÃN ÔNG Soan I- TỔNG LUẬN Tôi bẩm thụ ở lúc cha mẹ tuổi già, do khí thực thừa kế rất mỏng manh, bệnh tật phát ra luân, nên mới bỏ nghề học mà tập làm thuốc"
82,大壯社原百戶阮文專題助一百十貫票子十箕。,Volume_33,Xã Đại Tráng cựu Bách hộ Nguyễn Văn Chuyên quyên trợ một trăm mười quan tiền phiếu mười thúng.,"Mạch môn Sinh địa Đều một đồng Viễn chi 7 phân Phục thần 7 - Xa tiền 6 - Câu dàng Mộc thông Cam thảo 3 phân Gia tìm bấc, sắc nước uống."
70,木香、使君子、玄胡索、茴香，咯一爲末，量見大小加減，米飲調下。,Volume_29,"Mộc hương, Sử quân tử, Diên hồ sách, Hồi hương, đem tán thành bột; liều lượng gia giảm tùy theo tình trạng lớn nhỏ, hòa với nước cơm mà uống.","gia nhân sâm, tế tân; có kèm Năm chứng ngành (3), thì cho bội dương quy, sinh địa, sa sâm, gia đan sâm, quế chi (mình ấm hồ môi nhiều, mới nên dùng, nếu mình mát, thì dùng tứ quân)."
19,肝熹撈出傾湯碗內薰眼。,Volume_31,"Vớt miếng gan còn nóng hổi ra, đổ nước dùng vào bát, hơi bốc lên làm cay xè mắt.","Các vị trên, tán bột, mỗi lần uống 1 đồng cân, nước 1 chén con, cho một ít tơ đỏ (thứ tơ nhuộm son tổ mộc) vào, cùng sắc đến khi còn 6 phần, uống lúc còn ấm."
70,魏術散，莪術五口，阿魏一口，先用溫水化阿魏，浸莪木一晝夜焙乾爲末，每一字。,Volume_29,"Ngụy Thuật Tán: Nga Truật năm phần, A Ngụy một phần. Trước hết, dùng nước ấm hòa tan A Ngụy. Sau đó, ngâm Nga Truật trong dung dịch này một ngày một đêm, rồi sao khô tán bột. Mỗi lần dùng một chữ.","Các vị trên, tán bột, hòa nước trúc lịch, làm hoàn, to bằng hột đậu đen, mỗi lần uống một viên, tùy trẻ lớn, bé mà cho ống nhiều hay ít, Sau khi chứng kinh khỏi, mà bị câm không nói được, thì dùng nam-tinh (bọc vào miếng giấy ướt nướng thơm), tán bột, mỗi lần uống 2 phần rưỡi, hòa với nước mật heo đực."
22,宜六神散百二三，四君子湯百八八，或五味異功散百十八。,Volume_30,"Nên dùng Lục Thần Tán một trăm hai mươi ba, Tứ Quân Tử Thang một trăm tám mươi tám, hoặc Ngũ Vị Dị Công Tán một trăm mười tám.","14 con Toàn yết Phòng phong Nam tinh Thiền thoái Cương tàm Thiên ma Hổ phách Bạch phụ Thần sa Xạ hương mỗi vị 2 đồng đều 1 đồng 5 phân Có nóng gia thêm ngưu hoàng, phiến nảo, (1 phương thêm khương hoạt)."
59,百四大溫驚丸。,Volume_33,Một trăm linh bốn viên Đại Ôn Kinh Hoàn.,"Một phương gia Linh dương giác, Hoàng kỳ."
27,人參敗毒散八加紫草。,Volume_31,Nhân Sâm Bại Độc Tán Bát Gia Tử Thảo.,Nhân sâm Phục linh 1118- NGŨ VỊ DỊ CÔNG TÁN Bạch truật Cam thảo Trần bì Các vị đều bằng nhau.
70,百五一化下服，五味木香散，川練肉七個，用巴豆三十五粒，去皮，同炒豆黃，去豆。,Volume_29,"Uống một liều Bách Ngũ Nhất Hóa của Ngũ vị mộc hương tán, được chế biến từ bảy quả xuyên luyện nhục, ba mươi lăm hạt ba đậu đã bóc vỏ, sao chung với đậu hoàng rồi bỏ đậu.","Một phương gia Sử quân tử 1 lạng, Chỉ thực, Hoàng liên, Kha tử đều 5 đồng, dùng Ba đậu 10 hột cũng sao cho lên màu tia, rồi bỏ Ba đậu, cho tro các đốt 5 đồng vào, và vỏ rễ xoan 2 đồng rưỡi mà làm hoàn."
70,紫蘇煎湯，或米飲化下。,Volume_29,"Tử tô sắc thang, hoặc nước cơm hòa uống.","Hoa sơn-trà (2) tán bột, hòa với nước tiểu trẻ con, nước gừng và rượu mà uống."
4,想盎不烏搐為痊。,Volume_30,"Mong muốn sự sung mãn, co giật chẳng vô ích mà để phục hồi.","Tôi suy nghỉ càng sâu, lĩnh hội được càng nhiều, bỏ điều rườm rà, đem (1) Cam lan: lao do ở cam sinh ra."
79,乾姜、胡椒各二用。,Volume_33,"Can Khương, Hồ tiêu, mỗi vị hai phần.","Một phương có thêm Hồ tiêu, Hoàng liên, Tan lăng, khổ luyện căn đều 2 đồng rưỡi."
79,人參、甘草各一口。,Volume_33,"Nhân sâm, cam thảo mỗi miếng.","Thêm gừng, táo sắc uống."
70,藥藤煎湯下，或四磨湯。,Volume_29,"Uống nước sắc dây thuốc, hoặc Tứ Ma Thang.","sắc nước gừng, hành, uống khi còn nóng."
26,丹毒。,Volume_31,Viêm quầng.,Sắc uống.
71,其症臍上如蛇之形，轆又有聲，連而作，如貓吐惡，乾啼，口開，手足皆冷，膓中滯結，小便頻數，上脣焦乾，頭汗多出，面青或黑，頭腰必曲，不喫乳食，腹痛，眉動，或坐沉困，氣冷，大汗，甚至爪甲青黑。,Volume_29,"Triệu chứng của bệnh là: vùng rốn nổi hình rắn, bụng sôi ùng ục có tiếng, liên tục nôn oẹ như mèo, khóc khan, miệng há, tay chân lạnh buốt, trong ruột ứ kết tắc nghẽn, tiểu tiện nhiều lần, môi trên khô quắt, đầu đổ nhiều mồ hôi, sắc mặt xanh xao hoặc đen sạm, đầu và lưng cong gập, bỏ bú bỏ ăn, đau bụng, lông mày giật, hoặc ngồi đờ đẫn mệt lả, khí lạnh, vã mồ hôi, thậm chí móng tay móng chân xanh đen.","Chứng trạng mới phát nóng hầm, sau mới đó mà hay sợ, có tiếng động là sợ, tiếng vang là hồi hộp, nghiến răng đỏ mép, tay chân co quáp, thường giật mà phiền muội, có cơn khóc chết ngất, khắp mình đều tín, có lúc lạnh ngắt, hoặc ấn đường sắc xanh, nóng dữ, ọc sữa, nằm ngủ hay sợ, tay chân co giật, 10 ngón tay co duỗi như đếm, thân mình cứng đờ, mắt láo liên, tay nắm, tròng liệng, mắt xanh, khóc thét, trào nước dãi, nôn mửa, hở mỏ ác, má nhãn, miệng mửa, cắn răng chún miệng, bụng sưng rốn lồi, trán nổi gân xanh, mặt sưng bụng trưởng, đó là chứng trạng rất hiểm ác, khó chữa"
71,百五二自藥藤散以下皆調氣疏風之劑，若驚重者宜定魄，凡百五以鎮之。,Volume_29,"Từ bài 152, Dược Đằng Tán trở xuống, đều là các phương thuốc điều khí sơ phong. Nếu người bệnh có chứng kinh hãi nặng, thì nên định phách. Phàm dùng bài 105 để trấn.","Từ bài câu đẳng tán trở xuống đều là thuốc điều khí sơ phong, nếu cơn kinh nặng nên dùng Dinh phách hoàn (153) để mà trấn cơn kinh."
60,於銅杓內微火熬，令滴水不散。,Volume_33,"Trong vá đồng, dùng lửa nhỏ cô đặc, sao cho khi nhỏ giọt không loang.","DÁI THỌT Dải thọt là vì lúc mới đẻ bị lạnh, dùng lưu hoàng, ngô thù đều 5 đồng tán nhỏ hòa với nước cốt tỏi đặt lên trên bụng và lấy hột xà sàng đốt lên khỏi mà xông."
69,牡丹、澤瀉、茯苓各三用。,Volume_33,"Mẫu đơn, Trạch tả, Phục linh mỗi vị ba phần.","Sau khi khỏi, nên dùng Bát vị hoàn, bỏ mẫu đơn, trạch tả, gia lộc nhung, để bồi bổ."
26,熱多者進四、五服。,Volume_33,"Đối với người nhiệt thịnh uống bốn, năm liều.","Xử phương: BẤT HOÁN CHÍNH KHÍ TÁN Trị thương phong, nôn mữa, bụng trướng."
78,如大便已下惡物郎止。,Volume_33,"Khi đại tiện đã thải ra tà vật, thì ngừng.","Âm hư, thì nên làm cho can khí sơ tán, và tư nhuận phân âm."
56,外用封願散五七可也。,Volume_30,"Dùng ngoài Phong Nguyện Tán, năm bảy lần là được.","Ba đậu hạ đờm đặc, uống không khỏi họng, là cứu sống lại được."
42,如危甚者，用燒針凡。,Volume_31,"Phàm những trường hợp nguy kịch tột độ, thì dùng châm đốt.","- Phàm nguyên khí hư mà phát sốt, đều là chứng thuộc hư mà giả nhiệt, thì nên chữa theo cách phản trị."
34,遇陰分則較重。,Volume_30,Khi bệnh tình liên lụy đến âm phần thì sẽ nặng hơn.,"Nếu chữa không sớm, tất truyền bệnh qua 5 tạng mà gây thành các chứng kinh khác nữa."
31,吉有八十種之今不可具載。,Volume_31,"Có tám mươi loại điềm lành, nhưng hiện không thể ghi chép đầy đủ.","Bệnh lâu ngày, đều thuộc về chứng hư cả; thì lại cứ theo loại bệnh mà gia giảm, trong số tổng cộng 66 điều mục đó"
20,遠志肉、鈎藤皮、蝦螟厭各二錢。,Volume_31,"Viễn chí nhục, Câu đằng bì, Thiềm tô mỗi vị hai tiền.","v... Đờm nhiều lắm thì dùng ngưu hoàng, dòm tinh, bán hạ, bạch giới tử, v"
35,重則涼膈散七三。,Volume_31,"Khi bệnh nặng, Lương Cách Tán số bảy mươi ba.","Sa khi khỏi, nên dùng Bát vị hoàn, gia thố tư tử, để bổ thêm."
71,治法宜順氣化痰，溫盤腹。,Volume_29,"Pháp trị nên thuận khí hóa đàm, ôn chườm bụng.","Phép trị nên thuận khí hóa đờm, ôn hành tuyến tiết mà thôi"
71,盤膓者，原非暴得，皆因氣鬱積久，臟腑無舒暢，築隘膓胃之間，抵心而痛，氣刺攻衝。,Volume_29,"Chứng Bàn tràng, vốn không phải phát bệnh đột ngột, đều do khí uất tích tụ lâu ngày, tạng phủ không thông suốt, tạo bế tắc ở vùng tràng vị, đau thấu tâm, khí thích công xung.","Chứng bàn trường không phải bỗng chốc mà sinh ra, đều là vì khí uất tích lâu ngày, tạng phủ không thư thái, quãng ruột và dạ dày teo hẹp lại khí xông lên tận tim mà đau nhói"
5,製篇命額，聊以形容。,Volume_33,"Soạn thành thiên, đặt đề tựa, cốt chỉ để diễn tả.","Tôi quyết ý cầu cho được thành công, soạn chế thành 4 phương thuốc, nhan đề là: 1- ""Tiếp tục vô âm, để làm mạnh phần thận thủy của tiên thiên."
13,邪寒中八，必先中太陽之經。,Volume_30,"Tà hàn trúng biểu, tất tiên trúng kinh Thái dương.","- Cảm gió thì gia Xuyên khung, Phòng phong, Khương hoạt, Tế tân."
55,人參二三兩或一用。,Volume_33,"Nhân sâm hai ba lượng, hoặc dùng một lần.","Các vị trên, tán bột, luyện mật làm hoàn, to bằng hột củ súng, uống với nước đường phèn."
41,右爲末，操之。,Volume_33,"Đây là bước cuối, hãy thi hành.","Không ăn, đi lỵ nhiều, tay chân lạnh."
35,夫外熱其至必驟，內熱其來必緩。,Volume_31,"Ngoại nhiệt khi khởi phát chắc chắn đột ngột, nội nhiệt khi khởi phát chắc chắn từ từ.","Khi thái nghén, lúc sinh, nuôi, Hóa sinh hình thể, tái bồi khuôn thiêng Nếu mà trái lẽ thiên nhiên, Khi tà xâm phạm, bệnh liền phát ngay."
71,乳香五分，沒藥、沉香各一口，蠍稍十四個，檳榔下口半，爲末，蜜凡梧子大，每一二，凡菖蒲、釣藤煎湯化下。,Volume_29,"Nhũ hương 5 phân, Một dược, Trầm hương mỗi thứ một miếng, Đuôi bò cạp 14 cái, Binh lang bán khẩu. Tán thành bột. Dùng mật ong, viên thành hoàn, mỗi viên to bằng hạt Ngô đồng. Mỗi lần một, hai viên. Phàm dùng Xương bồ, Câu đằng sắc lấy nước, hòa thuốc vào uống.","Nhũ hương Một dượt Trầm hương 5 phân 1 đồng 1 đồng Yết sào 14 con Tân lang 1 đồng rưỡi Tán nhỏ, hoàn với mật bằng hột ngô đồng, mỗi lần dùng một, hai viên, sắc nước xương bồ, câu dẳng mà uống, nếu chứng nội điều mà sưng bộ sinh dục thì dùng Quy ngưu tán"
30,水二鍾煎服。,Volume_33,Nước hai chung sắc uống.,"Thêm gừng, táo sắc uống."
31,肺居胸背，背熱則肺熱。,Volume_31,"Phế cư trú tại hung bối, bối nhiệt tắc phế nhiệt.","HOẮC HƯƠNG CHÍNH KHÍ TÁN Trị ngoại cảm, nội thương nóng rét, hoắc loạn, thổ tả."
26,如著傷者死。,Volume_31,Nếu người bị thương tử vong.,Nếu mỏi xanh là chết.
20,咬人是齒癢，主腎絶。,Volume_30,"Cắn người là do ngứa răng, chủ về thận tuyệt.","Vì ràng là chất thừa của xương, cho nên răng có bệnh phần nhiều thuộc về hư hỏa của thận gây nên."
71,亦有隂陽二症，隂則曲身而大便青沫，陽則傴身，大叫，大便色青，乾啼無淚，失氣，腹鳴。,Volume_29,"Cũng có hai chứng Âm Dương. Chứng Âm thì thân co quắp và đại tiện phân xanh có bọt. Chứng Dương thì thân gù, la hét lớn, đại tiện phân xanh, khóc không nước mắt, trung tiện, bụng sôi.","là bệnh ở tỳ, mà kèm có cam tích, má đỏ hay kinh sợ ngũ làm quyết nhiệt phiền, khóc không chừng đổi là bệnh ở tân, - - Như mặt xanh, nhiều lần gân, mắt nheo lại, tác dựng ngược, miệng thối, tay chân bé, là bệnh ở can."
13,更若齦爛各曰潰槽。,Volume_31,"Hơn nữa, nếu nướu bị lở loét, mỗi trường hợp được gọi là mưng mủ huyệt răng.","Lại có khi tạng hàn, làm cho họng tắc mà nuốt vào thổ ra không thông lợi, thì đại khái sưng tắc không có hình đau họng, sưng tắc có hình là hạch."
60,水銀焏棗肉研如泥。,Volume_33,"Thủy ngân chế nhục táo, nghiền nát như bùn.","Các vị trên, tán bột, luyện mật làm hoàn, to bằng hột củ súng, uống với nước đường phèn."
75,蔥白、甘草各三寸。,Volume_33,"Hành bạch, Cam thảo, mỗi vị ba thốn.","Một phương có thêm vị nhân sâm, nhục dậu khấu, cam thảo."
45,利者直射淺溜，氣從中脘。,Volume_31,"Sự thông lợi trực xạ nông nhẹ, khí từ Trung Quản.","Âm hư, thì nên làm cho can khí sơ tán, và tư nhuận phân âm."
20,至聖丸，治冷疳。,Volume_31,"Chí Thánh Hoàn, trị lãnh cam.","BẢO MẠNG HOÀN An thần, định phách, trấn kinh, hết khóc."
38,順清涼飲皁七八。,Volume_31,"Tiếp đó, uống thức uống thanh nhiệt làm từ bảy, tám quả bồ kết.","Các vị trên, tán bột, viên với hồ nước gừng, to bằng họt củ súng, mỗi lần uống một viên với nước gừng."
25,一二曰間周身皆腐。,Volume_31,"Trong vòng một hai ngày, toàn thân đều thối rữa.","Trẻ con đẻ được trong ngoài 100 ngày, (hơn 3 tháng) mới có thể dùng cách này."
48,天麻、地骨各二分半。,Volume_33,"Thiên ma, Địa cốt mỗi vị hai phân rưỡi.","Một phương có thêm Hồ tiêu, Hoàng liên, Tan lăng, khổ luyện căn đều 2 đồng rưỡi."
42,重齦者，乃著齒齦而生者是也。,Volume_30,Nướu quá phát chính là phần mô nướu phát triển bám vào răng và nướu.,"Chứng nga khẩu là thai nhiệt chứa đọng ở tàu tỳ, bốc lên miệng lưỡi, mọc những lớp trắng quanh miệng giống như mồm con ngỗng."
16,脹疳乃腹皮緊者是也。,Volume_31,Trướng cam chính là tình trạng da bụng căng.,о Hình hạt châu dài: là nóng rét đau bụng hoặc trong bụng có tích.
51,先用紫霜凡四九下之後，用橘及餅。,Volume_31,"Trước tiên dùng Tử Sương Phàm 49 lần, sau đó dùng quýt và bánh.","Tôi quyết ý cầu cho được thành công, soạn chế thành 4 phương thuốc, nhan đề là: 1- ""Tiếp tục vô âm, để làm mạnh phần thận thủy của tiên thiên."
17,宜用十全丹見下。,Volume_31,"Nên dùng Thập toàn đan, xem phần dưới.","Nếu chứng thuộc về 20 thứ kinh, nên dùng tam giản hoàn."
71,盤膓氣和則升，降氣逆則鬱結。,Volume_29,"Khí trung tiêu hòa thì thăng, giáng khí nghịch thì uất kết.","XXXV - CHỨNG BÀN TRƯỜNG THỐNG (1) Khí thuận thì điều hòa trên dưới, khí nghịch thì uất kết lại"
28,蓋女子二七，男子二八，而天癸至。,Volume_30,"Thông thường, nữ giới nhị thất, nam giới nhị bát, thì Thiên Quý đến.","gia nhân sâm, tế tân; có kèm Năm chứng ngành (3), thì cho bội dương quy, sinh địa, sa sâm, gia đan sâm, quế chi (mình ấm hồ môi nhiều, mới nên dùng, nếu mình mát, thì dùng tứ quân)."
71,然此症有成於生下浴遲而感寒，或得於妮婦憂愁思慮，心氣鬱結。,Volume_29,"Hơn nữa, chứng bệnh này có thể phát sinh do trẻ sơ sinh tắm muộn mà bị nhiễm lạnh, hoặc do sản phụ lo âu suy nghĩ quá mức, dẫn đến tâm khí uất kết.","XXII- BỆNH TRĨ 1. Xét nguyên nhân và cơ chế của bệnh: Phàm trẻ con có bệnh trĩ, đều do người mẹ uống rượu, ăn mì miến xào nướng mà con mắc phải khi cồn ở trong thai, hoặc do hậu thiên mất điều dưỡng, trong tim chứa nhiệt, nhiệt truyền sang phổ, dồn xuống đại tràng mà gây nên bệnh."
71,若內釣隂腫者，歸牛散。,Volume_29,"Nếu có nội điếu và âm thũng, thì dùng Quy Ngưu Tán.","Đổ máu cam, thì cho bội sinh địa, bạch thược, gia mạch môn, ngưu tất; không khỏi thì dùng Lục vị gia ngưu tất, ngũ vụ."
13,風加桂枝，以散寒鬱而致汗。,Volume_33,"Phong gia Quế chi, để tán hàn uất mà gây hãn.","Mình nóng ngoài sợ lạnh là đúng chứng biểu. (Có chứng âm hư cũng sợ lanh) nếu không có mồ hồi, thì gia sài hồ, để bình can phong, gia quế chi để tán hàn uất và phát mồ hôi."
60,利去胎中蘊熱毒爲度。,Volume_33,Thanh trừ nhiệt độc uẩn tích trong bào thai đúng mức độ.,Thai nhiệt thai hàn là bẩm thụ có bệnh.
13,要而言之，總起於脾。,Volume_31,"Nói tóm lại, chung quy đều bắt nguồn từ Tỳ.","Nhưng theo ý kiến của tôi, thì nguồn gốc đó, không ngoài tỳ với thận"
74,爲末，荷葉包煨爛。,Volume_33,"Tán thành bột, gói lá sen hầm nhừ.","Lá rau qui luộc chín, thêm tỏi, hẹ cùng ăn, khỏi nay."
71,若二症交作，乃半隂半陽。,Volume_29,"Nếu hai chứng giao thoa, thì là bán âm bán dương.",Kim quý phân tích rằng: - Phát sốt không mà hôn lại ở hàn là cương xí.
71,乳香凡治內釣腹痛、鴦啼。,Volume_29,"Nhũ hương chuyên trị nội câu phúc thống, oanh đề.","NGŨ HƯƠNG HOÀN Trị kinh phong, nội điếu, đau bụng, khóc đêm."
5,黎氏別號懶翁拼板，留在武江縣大壯社同人寺。,Volume_33,"Những mộc bản ghép của Lê thị, biệt hiệu Lãn Ông, được lưu giữ tại chùa Đồng Nhân, xã Đại Tráng, huyện Vũ Giang.","Phàm bệnh kinh phong dùng thủy ngân khinh phấn, ba đậu, Mang tiêu sương, Long não, Xạ hương, Thiềm tô, ngô công v"
12,宜用生地清肺飲六九。,Volume_31,Nên dùng Sinh địa Thanh phế ẩm Lục cửu.,68- ÍCH KHÍ THANG (KHUYẾT) 69- SINH ĐỊA THANH PHẾ THANG Tang bạch bì (sac) nửa lạng.
71,至坐草寺，又感寒冷，與氣相摶而成。,Volume_29,"Đến chùa Tọa Thảo, lại cảm thấy lạnh, và kết thành do giao tranh với khí.","III- BÀN VỀ CƠ NĂNG HÓA SINH Sách nói: ""Mệnh môn ở giữa, hai thận ở hai bên tả, hữu, là thải cực trong thân thể người ta, là ngyên khí tiên thiên của toàn thân, đọng thì sinh khí dương tức là hỏa tỉnh thì sinh khí âm tức là thủy; thủy là tinh, lập lên hình thể của nguyên khí, hòa là thần, thi hành công dụng của nguyên khí"
56,塌氣凡：胡椒一用，蠍梢吾。,Volume_31,"Tháp Khí Phàm: Hồ tiêu dùng một lượng, đuôi bọ cạp của Ngô.","Các vị trên, tán bột, viên với hồ nước gừng, to bằng họt củ súng, mỗi lần uống một viên với nước gừng."
15,出醫學痢疳。,Volume_31,Mắc phải chứng lỵ cam y khoa.,- Chữa chứng lỵ hư và hoạt lắm.
72,一古方治盤腹痛，曲腰乾啼額汗白，豈蔻、砂仁、青皮、香附、莪術、甘草各等分，為末。,Volume_29,"Một cổ phương chữa đau quặn bụng, người bệnh cong lưng, khóc thút thít không thành tiếng, trán vã mồ hôi trắng bệch. Dùng Nhục đậu khấu, Sa nhân, Thanh bì, Hương phụ, Nga truật, Cam thảo, mỗi vị lượng bằng nhau, tán thành bột.","Nhũ hương Một dược 5 phân 5 - Trầm hương 5 - Yết sảo Tân lang 7 con 1 đồng Tán nhỏ, hoàn với mặt làm viên bằng hột ngô đồng, mỗi lần dùng 2 viên, sắc nước xương bồ, câu đảng mà uống HỔ PHÁCH HOÀN Trị nội điếu, co quắt, uốn ván, đau bụng, khóc đêm không yên, kiêm trị cấp kinh phong, mạn kinh phong, đờm dãi, sốt cơn, mê man, trừng mắt."
9,出醫學附眼疳。,Volume_31,Bệnh cam mắt xuất hiện thứ phát do các tình trạng bệnh lý y học.,"có thể tạm dùng với trường hợp bệnh thật có ngoại tà, phát sốt không mồ hội.."
42,甘草半分。,Volume_33,Cam thảo nửa phân.,Chỉ xác 5 phân.
72,一方治盤腹氣，鈞乳香、木香、沒藥水煎食前服。,Volume_29,"Một phương trị khí kết ở bụng, dùng nhũ hương, mộc hương, một dược sắc nước uống trước bữa ăn.",Lại một phương: Trị bàn trường khí điều Nhũ hương Mộc hương Một dược Sắc nước uống trước bữa ăn.
32,或可散邪，或宜清火。,Volume_31,"Hoặc có thể tán tà, hoặc nên thanh hỏa.","Thông dùng Lê tương ẩm rất tốt, hoặc dùng Thanh cao ẩm cũng công hiệu."
72,盤膓蟲症、中風三種俱似內釣，但中風不語為異耳。,Volume_29,"Chứng giun sán đường ruột, và ba loại trúng phong đều tựa như nội điếu, nhưng trúng phong thất ngôn là điểm khác biệt mà thôi.","Chứng hàn trường, chứng giun, chứng trúng phong, 3 loại bệnh ấy đều giống chứng nội điếu, nhưng trúng phong không nói được là khác mà thôi."
56,炊人參入山枹一兩五分。,Volume_33,"Nhân sâm hấp với sơn bào, một lạng rưỡi.","127 - SINH MẠCH TÁN Nhân sâm 5 đồng 2 - 1 - Mach món Ngũ vị Sắc với nước mà uống, nếu không ứng nghiệm, thì dùng gấp bội."
51,炮桔梗一分半。,Volume_33,Bào Cát cánh một phân rưỡi.,Đồng thanh 5 phân Xạ hương 2 phân rưỡi.
15,六曰張，臂如彎弓。,Volume_30,"Sáu là Trương, cánh tay như cung đã giương.","NĂM CHỨNG NGHỊCH CHẾT NGAY Một là bụng trướng, bốn đầu tay chân mát, đổi khác hình dáng, ỉa chảy nhiều."
72,若遍身冰冷，脣臉青，顫腹滿，乾啼，湊心刺痛，手足甲黑，氣冷大汗者，死。,Volume_29,"Nếu toàn thân lạnh toát, môi mặt xanh tím, bụng chướng đầy co giật, tiếng khóc khô khan, đau nhói thấu tim, móng tay chân đen sạm, người lạnh toát kèm vã mồ hôi đầm đìa, thì sẽ tử vong.","Chứng bên trong thì bộ óc nóng, bụng dạ đau nhức, nóng lạnh từng chặp, ỉa chảy luôn luôn, miệng hôi, khô và khác nước, trong tại lở chảy mủ; Chứng bên ngoài thì thân mình nóng lắm, chân lạnh như giá, mặt nám, móng tay chân đen lở ghẻ, da thịt hao mòn, răng gẫy miệng lở, tục gọi là cam tẩu mã."
46,用菖蒲煎湯洗之，立效。,Volume_30,"Dùng xương bồ sắc nước rửa, lập tức có hiệu nghiệm.","Đại giả thạch (nung, tôi giấm, tán bọt), mỗi lần uống 5 phân, sắc nước kim ngân hòa vào một ít vàng thếp mà sống."
72,一方治盤腹氣，釣蔥一握，水煮湯淋洗兜腹，再以蔥頻熨兜臍，良久尿出痛止。,Volume_29,"Một phương trị chứng khí kết trướng bụng: Lấy một nắm hành tươi, sắc lấy nước, dùng nước đó dội rửa vùng bụng. Sau đó, dùng hành chườm nóng nhiều lần lên vùng rốn. Một lúc lâu sau, bệnh nhân sẽ tiểu tiện được và cơn đau sẽ thuyên giảm.","Lại một phương: Trị hàn trường khi điếu Hành 1 nắm nấu với nước mà rửa chỗ bụng trẻ, lại lấy hành chườm vào rốn trẻ hồi lâu đái ra là hết đau."
13,甚至牙為脫落各曰腐根。,Volume_31,"Thậm chí răng bị rụng, mỗi chiếc đều được gọi là chân răng mục.","Mọc mụt trắng ở chân răng và khắp trong miệng, gọi là chứng nã nha, chứng này ăn không được, khác với chứng nga khẩu, cũng gọi là ""khẩu mé thất tinh sang""."
74,空心白湯滾下。,Volume_33,"Lúc bụng đói, nước dùng trắng trôi xuống.","Các vị trên, tán bột, viên với hồ nước gừng, to bằng họt củ súng, mỗi lần uống một viên với nước gừng."
72,雲盤膓痛者，因寒鬱，小膓腹痛多啼，與內釣相似。,Volume_29,"Người mắc Vân bàn tràng thống, do hàn uất, đau bụng tiểu tràng, trẻ nhỏ thường quấy khóc, tương tự như chứng nội điếu.","9- Da trướng căng do tỳ vị bỗng nhiên bị thương, phong hàn cảm nhiễm, thấp khí tràn khắp, toàn thân đều trướng căng, ấn vào bụng thì lún xuống mà không nổi lên, nhác nói, biếng ăn, ợ chua, lợm mửa."
12,雄黃以許為末。,Volume_31,Tán hùng hoàng thành bột với lượng thích hợp.,"Các vị trên, tán bột dùng cam thảo 1 lạng nấu cao làm thực uống với nước bạc hà hoặc bấc đèn."
72,青木香、川練子去皮核，沒藥、人參、茯苓各五分，肉桂三分，白牽牛二十五粒，半生半炒。,Volume_29,"Mộc hương, Xuyên luyện tử bỏ vỏ và hạt, Một dược, Nhân sâm, Phục linh mỗi vị 5 phân, Nhục quế 3 phân, Bạch khiên ngưu 25 hạt, một nửa sống một nửa sao.","Nhục quế đều 5 đồng Khiên ngưu Toàn yết 1 đồng Đương qui Đại hoàng Đào nhân đều 2 đồng rưỡi Tán bột, mỗi lần uống cho một đồng thuốc vào mật, sắc lên cho uống, sau khi đại tiện thông lợi, sắc các vị thanh bì, trần bì, phục linh, mộc hương, sa nhân, cam thảo, gừng sống cho uống, để làm cho dạy dày điều hòa"
44,硃砂一用竟脛一分半。,Volume_33,"Dùng chu sa một lần, quả nhiên ống chân đã bớt được một phân rưỡi.","Lại một phương: Cứt chuột dục 20 hạt Mỗi ngày dùng một hạt, chùi trên chân răng, đến 21 ngày thì mọc."
19,當歸、鶴蝨炒各一錢半。,Volume_31,"Đương quy, Hạc sắt xào mỗi vị một tiền rưỡi.",Phục long can (đất lòng bếp) Xuong dầu của định Bách được tiến 1 lạng 5 đồng 2 đồng rưỡi.
49,然吐則傷氣，瀉則傷血。,Volume_31,"Nôn thì thương khí, tả thì thương huyết.","Có tác dụng lương huyết, hành huyết, khí ứ chỉ huyết."
72,調中散治小見盤腹氣，腹中築翕。,Volume_29,"Điều Trung Tán trị chứng khí trướng cuộn nhẹ ở bụng, và trong bụng có cảm giác khí dồn ứ co thắt.","- Bụng trướng mà to, hơi thỏ giốc, đó là thận hư khí nước lấn vào phổi là chứng nguy thì nên dùng Ích hoàng tán (136) hoặc Tháp khí hoàn ở trên."
60,甄人參飬胃湯已見在百四四。,Volume_33,Chân Nhân Sâm Dưỡng Vị Thang đã được thấy ở trang một trăm bốn mươi bốn.,"Sài hồ Mạch môn Hoàng cầm Nhân sâm Xích phục linh Gia thêm tiểu mạch 20 hột, lá tre 3 lá sắc uống."
72,用蔥白二寸，藍一捻，水煎食前服。,Volume_29,"Dùng hai thốn phần trắng hành lá, một nhúm chàm, sắc với nước uống trước bữa ăn.","Các vị trên thái và tán, mỗi lần uống 1 đồng cân, cho thêm một ít tinh tre (trúc như) và gừng, táo vào, sắc lấy nước mà uống."
26,當従仲景之法治之。,Volume_31,Phải theo y pháp Trọng Cảnh để điều trị.,"Sách chép: Từng kinh qua thổ tả mới là mạn kinh, nhân thổ tả mà sinh ra mạn kinh thì là khó trị."
